Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Kyohei Ushio,M,21.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
Kyohei Ushio,M,21.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Sergey Usov,M,28.0,188.0,87.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,
Junichi Usui,M,26.0,178.0,69.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,
Junichi Usui,M,30.0,178.0,69.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
Sunday Uti,M,17.0,175.0,68.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Sunday Uti,M,21.0,175.0,68.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Sunday Uti,M,21.0,175.0,68.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Sunday Uti,M,25.0,175.0,68.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Sunday Uti,M,25.0,175.0,68.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Antoine Uytterhoeven,M,22.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
Antoine Uytterhoeven,M,22.0,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
Jnos Uzsoki,M,23.0,180.0,69.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,
Ari Henrik Vnnen,M,25.0,180.0,76.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,
Marco Vaccari,M,26.0,180.0,69.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Marco Vaccari,M,26.0,180.0,69.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Marco Vaccari,M,30.0,180.0,69.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Paiboon Vacharapan,M,22.0,172.0,60.0,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Paiboon Vacharapan,M,22.0,172.0,60.0,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
Paiboon Vacharapan,M,22.0,172.0,60.0,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Paiboon Vacharapan,M,26.0,172.0,60.0,Thailand,THA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
Jzsef Vadas,M,24.0,175.0,62.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Jzsef Vadas,M,24.0,175.0,62.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
Bjrn Vade,M,26.0,,,Norway,NOR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
Jrg Vaihinger,M,21.0,191.0,84.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Jrg Vaihinger,M,25.0,191.0,84.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Jrg Vaihinger,M,29.0,191.0,84.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Diego Valds Balbontn,M,17.0,170.0,59.0,Chile,CHI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Howard Van Nostrand Valentine,M,22.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,
Howard Van Nostrand Valentine,M,24.0,,,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 400 metres,
Brandon Valentine-Parris,M,21.0,173.0,55.0,Saint Vincent and the Grenadines,VIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
Ricardo Valiente Roman,M,20.0,186.0,74.0,Peru,PER,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
Remigijus Valiulis,M,21.0,186.0,80.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Jorma Rainer Valkama,M,23.0,172.0,66.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
Jorma Rainer Valkama,M,28.0,172.0,66.0,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,Bronze
Jorma Rainer Valkama,M,31.0,172.0,66.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,
Valerio Angel Vallania,M,21.0,178.0,68.0,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
Amaurys Ral Valle Mencia,M,22.0,,,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,
Emilio Valle lvarez,M,25.0,183.0,74.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,
Emilio Valle lvarez,M,29.0,183.0,74.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,
Paul Horace Vall,M,21.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
Arnulfo V. Valles,M,24.0,175.0,66.0,Philippines,PHI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,
Arnulfo V. Valles,M,24.0,175.0,66.0,Philippines,PHI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Andrew Orlando Valmon,M,23.0,185.0,78.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Andrew Orlando Valmon,M,27.0,185.0,78.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Ren Valmy,M,27.0,180.0,78.0,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Ren Valmy,M,27.0,180.0,78.0,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Jorma Olavi Valtonen,M,29.0,181.0,70.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
Georgios Vamvakas,M,24.0,185.0,76.0,Greece,GRE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
Patrick Petrus Marinus van Balkom,M,29.0,183.0,79.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
"Wijnand ""Wil"" van Beveren",M,24.0,184.0,80.0,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,
"Wijnand ""Wil"" van Beveren",M,24.0,184.0,80.0,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,
"Wijnand ""Wil"" van Beveren",M,24.0,184.0,80.0,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,
Louis Alberts van Biljon,M,24.0,,,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
Louis Alberts van Biljon,M,24.0,,,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
Cdric Marie Carlos Thrse Van Branteghem,M,25.0,176.0,73.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Cdric Marie Carlos Thrse Van Branteghem,M,29.0,176.0,73.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
Cdric Marie Carlos Thrse Van Branteghem,M,29.0,176.0,73.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
Gilbert Haven Van Cleve,M,23.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Long Jump,
Isidoor Van De Wiele,M,23.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Isidoor Van De Wiele,M,23.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
"Marinus ""Rinus"" van den Berge",M,24.0,171.0,65.0,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
"Marinus ""Rinus"" van den Berge",M,24.0,171.0,65.0,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
"Marinus ""Rinus"" van den Berge",M,24.0,171.0,65.0,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Marinus ""Rinus"" van den Berge",M,28.0,171.0,65.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
"Marinus ""Rinus"" van den Berge",M,28.0,171.0,65.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
"Marinus ""Rinus"" van den Berge",M,28.0,171.0,65.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
"Marinus ""Rinus"" van den Berge",M,28.0,171.0,65.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
"Hendrik Jacob ""Henk"" van der Wal",M,21.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 200 metres,
"Hendrik Jacob ""Henk"" van der Wal",M,21.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres,
Marcel Johannes van der Westen,M,32.0,192.0,87.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,
Abram Andries van Heerden,M,20.0,173.0,70.0,South Africa,RSA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Abram Andries van Heerden,M,20.0,173.0,70.0,South Africa,RSA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
"Adriaan Jacobus ""Attie"" van Heerden",M,22.0,,,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,
Johannes Hendrik van Kampen,M,24.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Johannes Hendrik van Kampen,M,24.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Arie van Leeuwen,M,18.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
Patrick Jermaine Herschel van Luijk,M,23.0,189.0,89.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Patrick Jermaine Herschel van Luijk,M,27.0,189.0,89.0,Netherlands,NED,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Peter Van Miltenburg,M,26.0,174.0,73.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Peter Van Miltenburg,M,26.0,174.0,73.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Peter Van Miltenburg,M,26.0,174.0,73.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Wayde van Niekerk,M,24.0,183.0,70.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Gold
"Hendrik Mattheas Michael ""Harry"" van Rappard",M,22.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
"Hendrik Mattheas Michael ""Harry"" van Rappard",M,22.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
"Hendrik Mattheas Michael ""Harry"" van Rappard",M,22.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
Oscar Emile van Rappard,M,24.0,,,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 110 metres Hurdles,
Oscar Emile van Rappard,M,28.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,
Oscar Emile van Rappard,M,28.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,
"Anton ""Toon"" van Welsenes",M,24.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,
"Christoffel ""Christie"" van Wyk",M,22.0,171.0,75.0,Namibia,NAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
"Christoffel ""Christie"" van Wyk",M,26.0,171.0,75.0,Namibia,NAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,
"Louis Jacobus ""L. J."" van Zyl",M,23.0,182.0,79.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres Hurdles,
"Louis Jacobus ""L. J."" van Zyl",M,23.0,182.0,79.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
"Louis Jacobus ""L. J."" van Zyl",M,27.0,182.0,79.0,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,
"Louis Jacobus ""L. J."" van Zyl",M,27.0,182.0,79.0,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
"Louis Jacobus ""L. J."" van Zyl",M,31.0,182.0,79.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
Zdenk Va,M,21.0,170.0,64.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Zdenk Va,M,21.0,170.0,64.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
"Hendrik ""Rik"" Vandenberghe",M,27.0,181.0,72.0,Belgium,BEL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Kyle Bernard Vander-Kuyp,M,25.0,184.0,81.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,
Kyle Bernard Vander-Kuyp,M,29.0,184.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
Marin Vanderka,M,28.0,190.0,85.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Marin Vanderka,M,28.0,190.0,85.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
"Geoffrey Peter ""Geoff"" Vanderstock",M,22.0,186.0,77.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,
Gza Varasdi,M,24.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Gza Varasdi,M,28.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Gza Varasdi,M,28.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Pl Vargha,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
Pl Vargha,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,
Ralston Varlack,M,22.0,183.0,83.0,British Virgin Islands,IVB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Ralston Varlack,M,22.0,183.0,83.0,British Virgin Islands,IVB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
George Marshall Varnell,M,21.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,
"Spyridon ""Spyros"" Vasdekis",M,22.0,174.0,70.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
"Spyridon ""Spyros"" Vasdekis",M,26.0,174.0,70.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,
"Efstathios ""Stratos"" Vasileiou",M,27.0,185.0,73.0,Greece,GRE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,
Dmitry Vasilyev,M,22.0,170.0,58.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Peter Francis Vassella,M,23.0,175.0,69.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,
Peter Francis Vassella,M,23.0,175.0,69.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,
Mykola Vasyliev,M,24.0,183.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,
Antanas Vaupas,M,28.0,186.0,73.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,
Mikhail Vyacheslavovich Vdovin,M,29.0,182.0,73.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Worasit Vechaphut,M,19.0,173.0,65.0,Thailand,THA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Ramn Luis Vega Zayas,M,20.0,173.0,65.0,Puerto Rico,PUR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,
Ramn Luis Vega Zayas,M,20.0,173.0,65.0,Puerto Rico,PUR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Roberto Veglia,M,19.0,183.0,68.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,
Daniel Roger Vlasquez,M,28.0,175.0,70.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,
Daniel Roger Vlasquez,M,28.0,175.0,70.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Daniel Roger Vlasquez,M,32.0,175.0,70.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
"Donald Danilo ""Don"" Vlez Espinoza",M,20.0,180.0,70.0,Nicaragua,NCA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,
Carlos Vera Guardia,M,23.0,178.0,65.0,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
Georkis Vera Rivaux,M,21.0,180.0,75.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Niko Verakauta,M,21.0,186.0,74.0,Fiji,FIJ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
Porfirio Veras Mercedes,M,25.0,165.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,
Porfirio Veras Mercedes,M,25.0,165.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,
Porfirio Veras Mercedes,M,25.0,165.0,77.0,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,
David Verburg,M,25.0,173.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
David Verburg,M,25.0,173.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
mile Vercken,M,25.0,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
Jean Karel Verhaert,M,28.0,,,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Javier Verne Villaran,M,22.0,172.0,63.0,Peru,PER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Ronald Alfred Vernieux,M,21.0,,,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Ronald Alfred Vernieux,M,21.0,,,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Ronald Alfred Vernieux,M,21.0,,,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Leonid Leonidovich Vershinin,M,23.0,187.0,79.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
Ludwig Vesely,M,24.0,,,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
Sandro Ricardo Rodrigues Viana,M,31.0,188.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Sandro Ricardo Rodrigues Viana,M,31.0,188.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Sandro Ricardo Rodrigues Viana,M,31.0,188.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Sandro Ricardo Rodrigues Viana,M,35.0,188.0,77.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Sandro Ricardo Rodrigues Viana,M,35.0,188.0,77.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Jimmy Vicaut,M,20.0,188.0,83.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Jimmy Vicaut,M,20.0,188.0,83.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Jimmy Vicaut,M,24.0,188.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Jimmy Vicaut,M,24.0,188.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
"James Henry ""Jim"" Vickers",M,,,,India,IND,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Zhivko Todorov Videnov,M,23.0,192.0,87.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
Jorge Henrique da Costa Vides,M,23.0,171.0,54.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Jorge Henrique da Costa Vides,M,23.0,171.0,54.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Roger Viel,M,21.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,
Roger Viel,M,25.0,,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,
Heber William Viera da Silva,M,21.0,174.0,71.0,Uruguay,URU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Heber William Viera da Silva,M,21.0,174.0,71.0,Uruguay,URU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Heber William Viera da Silva,M,25.0,174.0,71.0,Uruguay,URU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
Heber William Viera da Silva,M,29.0,174.0,71.0,Uruguay,URU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Dossou Germain M. Vignissy,M,34.0,178.0,64.0,Benin,BEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Adj Adjeoda Vignon,M,,180.0,80.0,Togo,TOG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Salvador Vila Navarro,M,26.0,184.0,73.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Maitri Vilaikit,M,20.0,164.0,52.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Raimo Kalevi Viln,M,27.0,181.0,75.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Raimo Kalevi Viln,M,27.0,181.0,75.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Anderson Vilien,M,24.0,,,Haiti,HAI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Johannes Hendrikus Viljoen,M,24.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Johannes Hendrikus Viljoen,M,24.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
Johannes Hendrikus Viljoen,M,24.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,
Jos Luis Villalongo Cepeda,M,22.0,180.0,68.0,Puerto Rico,PUR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Paulo Cesar Villar Nieto,M,26.0,183.0,73.0,Colombia,COL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
Paulo Cesar Villar Nieto,M,30.0,183.0,73.0,Colombia,COL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,
Paulo Cesar Villar Nieto,M,33.0,183.0,73.0,Colombia,COL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Vctor Manuel Villaseor Martnez de Arredondo,M,24.0,178.0,,Mexico,MEX,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
Vctor Manuel Villaseor Martnez de Arredondo,M,24.0,178.0,,Mexico,MEX,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
